date_time,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
1610791200,1,260.35,0.05,12.17,41.84,3.28,6.55,6.71,0.19
1610794800,1,250.34,0.08,10.88,42.92,3.13,4.56,4.74,0.22
1610798400,1,243.66,0.08,10.03,44.7,3.25,2.63,2.88,0.25
1610802000,1,240.33,0.37,12.17,44.35,4.23,2.33,2.75,0.22
1610805600,1,236.99,0.84,13.88,42.92,4.83,2.77,3.27,0.23
1610809200,1,223.64,0.8,13.54,43.63,5.25,2.5,2.9,0.31
1610812800,1,220.3,0.27,14.05,43.27,5.36,2.28,2.85,0.4
1610816400,1,216.96,0.02,14.91,45.06,5.31,2.15,3.09,0.45
1610820000,1,220.3,0.01,16.79,45.78,5.31,2.3,3.63,0.47
1610823600,1,223.64,0.02,18.68,45.06,5.78,2.63,4.18,0.5
1610827200,1,226.97,0.02,19.19,43.63,6.14,2.95,4.62,0.5
1610830800,1,230.31,0.02,18.34,43.63,6.02,3.12,4.84,0.48
1610834400,1,230.31,0.02,17.82,43.27,5.84,3.27,5.06,0.47
1610838000,1,226.97,0.01,16.11,45.06,5.25,3.22,5.16,0.44
1610841600,1,220.3,0.01,12.68,50.07,4.17,2.9,5.03,0.38
1610845200,1,216.96,0.0,9.85,55.79,3.61,2.63,5.06,0.34
1610848800,1,213.62,0.0,7.88,60.8,3.34,2.38,5.18,0.32
1610852400,1,210.29,0.0,6.51,66.52,3.19,2.13,5.26,0.31
1610856000,1,208.62,0.0,5.48,70.81,2.98,1.84,4.78,0.29
1610859600,1,208.62,0.0,5.27,72.24,3.04,1.66,4.11,0.3
1610863200,1,210.29,0.0,5.74,72.24,3.28,1.53,3.36,0.32
1610866800,1,216.96,0.0,8.82,70.1,4.23,1.58,2.86,0.38
1610870400,1,223.64,0.0,12.68,65.8,5.01,1.69,2.62,0.45
1610874000,1,226.97,0.06,14.4,63.66,5.36,1.72,2.5,0.47
1610877600,1,226.97,0.5,13.54,62.94,5.6,1.72,2.49,0.48
1610881200,1,226.97,0.8,11.65,62.23,5.54,1.67,2.51,0.49
1610884800,1,223.64,0.81,10.54,61.51,5.36,1.63,2.57,0.52
1610888400,1,220.3,0.61,9.94,62.94,4.83,1.61,2.65,0.52
1610892000,1,220.3,0.43,11.31,62.94,5.19,1.69,2.85,0.52
1610895600,1,223.64,0.2,13.02,61.51,5.66,1.76,2.96,0.54
1610899200,1,230.31,0.06,18.85,54.36,6.97,2.1,3.36,0.54
1610902800,1,240.33,0.04,27.76,42.2,7.63,2.59,3.9,0.5
1610906400,1,247.0,0.11,35.3,32.19,7.45,2.97,4.3,0.48
1610910000,2,253.68,0.26,40.44,25.03,7.75,3.43,4.82,0.49
1610913600,2,257.02,0.29,40.44,23.25,7.87,3.69,5.16,0.48
1610917200,1,253.68,0.19,35.99,26.11,7.27,3.58,5.12,0.45
1610920800,1,250.34,0.11,31.53,30.04,6.8,3.38,4.95,0.42
1610924400,1,247.0,0.07,27.76,33.26,6.08,3.09,4.65,0.36
1610928000,1,243.66,0.02,22.96,37.19,4.83,2.67,4.25,0.28
1610931600,1,243.66,0.02,20.39,39.34,4.77,2.89,4.64,0.24
1610935200,1,240.33,0.01,17.14,42.2,4.53,3.4,5.4,0.22
1610938800,1,230.31,0.01,12.85,47.92,4.05,3.23,5.28,0.22
1610942400,1,223.64,0.0,9.17,55.08,3.82,2.17,3.98,0.23
1610946000,1,216.96,0.0,7.97,58.65,3.67,1.54,3.14,0.22
1610949600,1,216.96,0.0,8.65,58.65,3.87,1.51,3.09,0.23
1610953200,1,223.64,0.01,13.71,55.08,5.19,1.8,3.37,0.32
1610956800,1,233.65,0.02,19.54,50.78,6.26,2.04,3.5,0.4
1610960400,1,236.99,0.05,21.94,48.64,6.74,2.09,3.4,0.42
1610964000,1,233.65,0.17,20.91,51.5,6.86,1.97,3.2,0.42
1610967600,1,226.97,0.29,18.51,54.36,6.74,1.77,3.01,0.39
1610971200,1,220.3,0.31,16.11,57.94,6.32,1.59,2.87,0.37
1610974800,1,213.62,0.22,12.68,65.09,4.77,1.36,2.75,0.33
1610978400,1,213.62,0.18,13.37,65.8,4.71,1.42,2.91,0.34
1610982000,1,213.62,0.12,15.25,65.09,5.48,1.57,3.01,0.36
1610985600,1,213.62,0.05,16.11,65.09,6.14,1.7,3.4,0.35
1610989200,1,213.62,0.0,15.94,65.8,6.26,1.97,4.24,0.29
1610992800,1,211.95,0.0,15.25,68.67,5.9,2.13,4.81,0.21
1610996400,1,211.95,0.0,14.4,72.24,5.48,2.06,4.27,0.16
1611000000,1,211.95,0.0,14.05,69.38,5.13,2.35,3.6,0.15
1611003600,1,213.62,0.0,13.2,66.52,4.65,2.29,2.83,0.14
1611007200,1,213.62,0.0,11.31,67.95,4.11,1.97,2.32,0.11
1611010800,1,208.62,0.0,9.34,67.95,3.67,1.81,2.17,0.09
1611014400,1,205.28,0.0,6.86,65.09,2.98,1.78,2.15,0.06
1611018000,1,203.61,0.0,5.91,64.37,2.65,2.0,2.41,0.05
1611021600,1,200.27,0.0,5.31,66.52,2.35,2.03,2.4,0.05
1611025200,1,198.6,0.0,4.63,67.95,2.06,1.74,2.0,0.05
1611028800,1,198.6,0.0,4.03,67.23,1.88,1.38,1.56,0.07
1611032400,1,196.93,0.0,3.56,67.23,1.77,1.15,1.29,0.09
1611036000,1,196.93,0.0,3.38,67.95,1.7,0.94,1.05,0.11
1611039600,1,198.6,0.0,4.67,67.95,2.03,0.83,0.97,0.16
1611043200,1,200.27,0.0,6.43,65.8,2.33,0.74,0.9,0.2
1611046800,1,201.94,0.0,7.2,65.09,2.53,0.69,0.9,0.23
1611050400,1,201.94,0.02,7.11,65.09,2.62,0.76,1.02,0.22
1611054000,1,200.27,0.05,6.86,64.37,2.74,1.0,1.38,0.2
1611057600,1,200.27,0.07,6.77,66.52,2.92,1.13,1.72,0.16
1611061200,1,200.27,0.06,6.51,70.1,2.95,1.02,1.72,0.12
1611064800,1,201.94,0.06,7.11,71.53,3.22,1.4,2.07,0.08
1611068400,1,200.27,0.04,8.65,69.38,3.58,1.91,2.65,0.07
1611072000,1,201.94,0.01,8.05,68.67,3.25,1.76,2.42,0.08
1611075600,1,205.28,0.0,7.8,69.38,3.01,1.68,2.46,0.1
1611079200,1,205.28,0.0,7.8,69.38,2.95,1.72,2.71,0.12
1611082800,1,206.95,0.0,7.8,69.38,3.07,2.04,3.35,0.14
1611086400,1,210.29,0.0,7.63,70.81,3.13,2.73,4.07,0.15
1611090000,1,211.95,0.0,7.28,73.67,3.1,3.57,4.66,0.13
1611093600,1,211.95,0.0,7.03,75.1,3.04,3.81,4.57,0.11
1611097200,1,211.95,0.0,6.43,75.82,2.86,3.69,4.41,0.1
1611100800,1,216.96,0.0,5.57,75.1,2.5,3.6,4.28,0.09
1611104400,1,226.97,0.0,5.31,72.96,2.41,4.2,4.79,0.08
1611108000,1,226.97,0.0,4.93,75.1,2.38,4.3,4.79,0.07
1611111600,1,211.95,0.0,4.76,77.25,2.41,3.04,3.53,0.06
1611115200,1,205.28,0.0,4.71,78.68,2.41,2.47,2.93,0.06
1611118800,1,201.94,0.0,4.67,79.39,2.35,2.3,2.63,0.05
1611122400,1,200.27,0.0,4.84,78.68,2.41,2.15,2.42,0.06
1611126000,1,200.27,0.0,6.0,77.25,2.71,2.13,2.38,0.08
1611129600,1,201.94,0.0,7.03,75.82,2.77,2.09,2.33,0.1
1611133200,1,201.94,0.0,6.86,76.53,2.59,1.99,2.2,0.1
1611136800,1,201.94,0.01,6.17,79.39,2.35,1.69,1.89,0.11
1611140400,2,200.27,0.04,5.57,81.54,2.18,1.53,1.74,0.11
1611144000,2,198.6,0.07,5.31,81.54,2.12,1.56,1.79,0.12
1611147600,2,198.6,0.09,5.36,80.11,2.09,1.76,2.01,0.13
1611151200,1,198.6,0.07,5.74,77.25,2.18,1.95,2.33,0.15
1611154800,1,200.27,0.04,6.0,75.82,2.24,2.12,2.6,0.16
1611158400,1,200.27,0.01,6.08,75.1,2.24,2.22,2.89,0.19
1611162000,1,200.27,0.0,6.26,74.39,2.21,2.25,3.06,0.23
1611165600,1,201.94,0.0,6.26,73.67,2.24,2.39,3.15,0.25
1611169200,1,206.95,0.0,6.43,73.67,2.44,2.73,3.34,0.24
1611172800,1,210.29,0.0,6.51,72.96,2.53,2.86,3.33,0.23
1611176400,1,208.62,0.0,6.26,73.67,2.38,2.28,2.69,0.22
1611180000,1,208.62,0.0,6.0,73.67,2.21,1.81,2.1,0.17
1611183600,1,206.95,0.0,4.97,74.39,1.83,1.17,1.32,0.1
1611187200,1,201.94,0.0,5.31,70.1,1.97,0.99,1.14,0.06
1611190800,1,201.94,0.0,4.2,65.8,1.39,0.91,1.06,0.08
1611194400,1,203.61,0.0,3.6,66.52,1.1,0.5,0.58,0.13
1611198000,1,206.95,0.0,3.68,72.96,1.31,0.5,0.57,0.15
1611201600,1,205.28,0.0,2.79,72.24,1.42,0.5,0.59,0.18
1611205200,1,206.95,0.0,2.57,67.95,1.45,0.5,0.61,0.24
1611208800,1,210.29,0.0,3.64,62.23,2.03,0.5,0.71,0.25
1611212400,1,216.96,0.0,6.0,57.22,2.83,0.54,0.88,0.27
1611216000,1,220.3,0.01,7.54,54.36,3.04,0.59,1.05,0.3
1611219600,1,220.3,0.08,7.8,55.08,3.04,0.63,1.15,0.31
1611223200,1,216.96,0.43,6.77,57.94,2.95,0.63,1.12,0.3
1611226800,1,213.62,0.5,6.17,58.65,3.04,0.6,1.06,0.29
1611230400,1,213.62,0.31,6.08,58.65,3.07,0.58,1.06,0.29
1611234000,1,211.95,0.15,6.43,58.65,3.1,0.57,1.03,0.29
1611237600,1,211.95,0.19,7.54,57.22,3.64,0.63,1.11,0.31
1611241200,1,213.62,0.15,8.74,55.08,4.05,0.75,1.23,0.28
1611244800,1,216.96,0.07,12.34,48.64,5.13,1.01,1.45,0.29
1611248400,1,223.64,0.04,17.82,40.41,6.14,1.35,1.74,0.31
1611252000,1,230.31,0.09,23.31,32.9,7.09,1.73,2.14,0.31
1611255600,1,240.33,0.21,28.45,26.11,8.58,2.22,2.67,0.34
1611259200,1,243.66,0.32,31.19,21.64,9.42,2.58,3.07,0.36
1611262800,1,247.0,0.38,33.24,18.77,9.3,2.78,3.27,0.4
1611266400,1,247.0,0.35,32.56,19.31,8.82,2.81,3.39,0.47
1611270000,1,243.66,0.17,28.79,24.68,7.99,2.66,3.4,0.47
1611273600,1,236.99,0.04,23.31,32.9,6.44,2.4,3.23,0.38
1611277200,1,233.65,0.02,19.19,37.91,5.42,2.21,3.02,0.33
1611280800,1,233.65,0.02,16.62,38.98,4.95,2.13,2.89,0.28
1611284400,1,236.99,0.02,15.94,37.19,4.77,2.39,3.13,0.25
1611288000,1,243.66,0.03,16.62,35.05,4.77,3.03,3.74,0.21
1611291600,1,250.34,0.03,17.31,33.98,4.89,3.47,4.15,0.19
1611295200,1,253.68,0.05,18.34,32.9,5.25,3.64,4.3,0.21
1611298800,1,263.69,0.27,25.36,25.75,7.09,4.4,5.13,0.32
1611302400,1,273.71,1.03,35.3,15.74,8.82,5.17,5.99,0.44
1611306000,1,280.38,3.44,38.39,11.8,9.78,5.47,6.36,0.51
1611309600,1,277.04,8.38,30.5,19.67,10.25,5.11,6.04,0.53
1611313200,1,267.03,9.84,23.99,26.46,10.49,4.26,5.22,0.54
1611316800,1,257.02,8.94,19.02,31.83,10.25,3.25,4.19,0.56
1611320400,1,236.99,2.63,13.88,42.2,6.56,1.54,2.26,0.49
1611324000,1,226.97,1.87,12.17,45.42,5.66,1.29,1.86,0.48
1611327600,1,223.64,1.31,12.17,45.42,5.31,1.22,1.71,0.5
1611331200,1,233.65,1.26,23.31,31.47,7.87,2.03,2.61,0.64
1611334800,2,253.68,1.93,41.13,10.37,9.89,3.42,4.19,0.67
1611338400,2,270.37,6.43,47.3,2.28,9.89,4.42,5.34,0.56
1611342000,2,280.38,10.51,47.3,0.78,10.25,5.12,6.16,0.57
1611345600,2,287.06,11.29,46.61,0.63,10.61,5.4,6.43,0.55
1611349200,2,287.06,10.06,45.93,0.73,10.25,5.47,6.42,0.5
1611352800,2,290.39,7.82,46.61,1.14,9.54,5.49,6.38,0.49
1611356400,2,280.38,3.91,44.55,3.53,8.23,4.64,5.37,0.43
1611360000,1,260.35,0.44,31.53,16.81,6.62,3.24,3.68,0.26
1611363600,1,250.34,0.03,20.22,30.4,4.89,3.03,3.3,0.18
1611367200,1,260.35,0.04,20.22,29.33,4.47,3.68,3.95,0.16
1611370800,1,263.69,0.05,21.08,27.9,4.35,4.5,4.82,0.13
1611374400,1,273.71,0.22,24.68,20.74,3.99,5.37,5.72,0.16
1611378000,1,287.06,0.98,29.47,10.19,6.86,6.76,7.16,0.55
1611381600,1,303.75,4.25,33.24,3.0,9.89,8.44,8.93,1.06
1611385200,2,353.81,21.91,36.33,0.12,18.12,12.41,13.13,2.09
1611388800,2,407.22,43.81,39.76,0.0,25.03,16.72,17.64,3.04
1611392400,2,420.57,50.96,43.18,0.15,27.18,18.35,19.32,3.2
1611396000,2,400.54,42.47,47.98,1.39,23.37,17.27,18.26,2.28
1611399600,2,407.22,46.05,50.72,3.04,16.93,17.45,18.61,1.05
1611403200,2,400.54,43.81,50.72,5.14,14.54,16.3,17.51,0.73
1611406800,1,257.02,2.57,27.08,43.99,8.82,4.88,5.56,0.44
1611410400,1,236.99,1.44,15.59,52.93,6.44,3.17,3.69,0.55
1611414000,1,233.65,1.19,13.54,51.5,5.72,2.4,2.8,0.67
1611417600,1,233.65,0.68,17.14,46.49,6.32,1.76,2.16,0.67
1611421200,1,243.66,0.12,26.05,36.12,7.15,1.88,2.34,0.59
1611424800,1,250.34,0.2,32.9,27.9,7.15,2.24,2.75,0.55
1611428400,1,257.02,0.37,38.04,22.53,8.94,2.8,3.36,0.81
1611432000,1,263.69,0.43,39.41,21.1,11.33,3.27,3.89,1.33
1611435600,1,260.35,0.34,37.7,22.71,12.04,3.56,4.22,1.77
1611439200,1,260.35,0.27,35.64,24.68,11.92,3.78,4.49,2.06
1611442800,1,257.02,0.16,32.56,27.9,10.97,3.79,4.49,2.22
1611446400,1,247.0,0.05,26.39,33.98,9.06,3.49,4.13,2.22
1611450000,1,243.66,0.03,23.31,36.12,7.99,3.59,4.19,2.22
1611453600,1,247.0,0.04,23.31,33.98,7.75,4.14,4.76,2.25
1611457200,1,250.34,0.06,23.31,31.47,7.87,4.83,5.48,2.28
1611460800,1,250.34,0.06,22.96,30.4,8.11,5.38,6.07,2.28
1611464400,1,250.34,0.07,22.28,30.4,8.23,5.74,6.48,2.19
1611468000,1,250.34,0.1,23.31,30.04,8.7,5.97,6.78,2.06
1611471600,1,267.03,0.41,31.19,23.6,11.56,6.65,7.54,2.03
1611475200,2,280.38,1.34,40.1,14.13,13.95,7.47,8.39,1.95
1611478800,2,277.04,1.61,40.1,13.05,10.73,7.4,8.29,0.83
1611482400,1,240.33,0.17,21.08,46.49,7.03,3.71,4.26,0.34
1611486000,1,233.65,0.23,16.45,52.93,5.72,1.99,2.38,0.27
1611489600,1,223.64,0.21,12.17,60.08,4.71,1.2,1.5,0.2
1611493200,1,220.3,0.17,9.34,66.52,4.17,0.95,1.14,0.16
1611496800,1,226.97,0.21,12.51,62.23,5.6,1.21,1.43,0.21
1611500400,1,236.99,0.24,18.68,55.79,7.57,1.64,1.92,0.25
1611504000,1,250.34,0.24,27.42,45.78,10.25,2.41,2.74,0.28
1611507600,2,277.04,0.1,41.81,32.19,15.5,4.01,4.42,0.33
1611511200,2,283.72,0.17,50.72,25.39,15.97,4.82,5.25,0.33
1611514800,1,270.37,0.08,39.76,34.69,12.28,3.74,4.11,0.35
1611518400,1,257.02,0.02,27.08,45.42,9.66,3.11,3.45,0.38
1611522000,1,247.0,0.01,21.08,50.78,8.11,3.21,3.51,0.36
1611525600,1,236.99,0.01,16.28,55.79,6.8,3.0,3.21,0.31
1611529200,1,233.65,0.0,13.88,57.22,6.02,3.2,3.37,0.29
1611532800,1,223.64,0.0,10.63,58.65,4.95,3.8,3.97,0.26
1611536400,1,226.97,0.0,11.31,55.79,5.96,5.03,5.32,0.3
1611540000,1,230.31,0.01,14.4,49.35,8.7,6.85,7.37,0.74
1611543600,1,240.33,0.01,18.34,43.99,11.8,9.1,9.74,1.3
1611547200,1,247.0,0.01,20.39,42.92,12.76,9.25,10.01,1.36
1611550800,1,250.34,0.01,21.94,42.56,13.23,9.12,10.03,1.24
1611554400,1,250.34,0.02,23.65,42.56,14.07,7.44,8.25,1.5
1611558000,1,260.35,0.08,29.47,38.62,16.21,6.21,6.94,2.25
1611561600,1,273.71,0.34,39.07,27.18,19.31,7.32,8.09,2.76
1611565200,2,283.72,1.93,43.18,19.85,20.98,8.5,9.33,2.79
1611568800,1,280.38,6.54,34.96,27.54,19.31,8.15,8.96,2.79
1611572400,1,267.03,7.6,27.08,36.84,13.95,6.91,7.62,1.77
1611576000,1,253.68,6.48,20.74,45.78,11.68,5.37,5.97,1.47
1611579600,1,233.65,3.97,14.4,55.79,8.11,3.44,3.9,1.33
1611583200,1,230.31,3.05,13.88,56.51,7.09,2.73,3.17,1.16
1611586800,1,226.97,2.1,14.91,55.79,6.86,2.19,2.63,1.03
1611590400,1,230.31,0.96,18.68,52.21,7.27,1.96,2.46,0.91
1611594000,1,233.65,0.09,25.36,43.99,7.75,2.14,2.72,0.78
1611597600,1,240.33,0.07,29.82,38.27,7.63,2.35,2.99,0.67
1611601200,1,250.34,0.12,32.56,33.98,7.99,2.63,3.31,0.61
1611604800,1,257.02,0.13,33.59,32.54,8.46,2.93,3.62,0.59
1611608400,1,260.35,0.11,32.22,33.62,9.78,3.24,3.91,0.8
1611612000,1,270.37,0.18,34.96,30.4,11.21,3.95,4.64,1.06
1611615600,1,277.04,0.28,38.73,25.03,12.28,4.73,5.44,1.38
1611619200,1,273.71,0.14,35.64,26.11,10.97,4.8,5.44,1.52
1611622800,1,267.03,0.09,31.53,28.61,9.89,5.13,5.7,1.62
1611626400,1,263.69,0.06,27.42,31.47,9.42,5.84,6.37,1.58
1611630000,1,257.02,0.04,22.96,34.33,8.94,6.3,6.8,1.55
1611633600,1,247.0,0.03,18.85,37.55,8.11,5.59,6.08,1.68
1611637200,1,236.99,0.03,16.11,39.7,7.45,4.62,5.14,1.82
1611640800,1,236.99,0.03,16.11,40.41,6.14,4.05,4.64,0.99
1611644400,1,250.34,0.14,25.36,33.26,7.15,4.35,5.1,0.51
1611648000,1,267.03,0.71,38.04,20.39,9.18,5.19,6.17,0.53
1611651600,2,277.04,1.93,44.55,12.7,10.85,5.73,6.88,0.55
1611655200,2,273.71,2.99,43.53,14.66,11.68,5.51,6.55,0.49
1611658800,2,260.35,3.05,40.78,23.96,11.09,4.45,5.25,0.4
1611662400,1,247.0,2.21,32.9,38.27,9.54,3.34,3.96,0.33
1611666000,1,230.31,0.57,17.82,57.94,6.56,2.52,2.91,0.27
1611669600,1,233.65,0.23,14.22,56.51,5.66,4.18,4.53,0.27
1611673200,1,233.65,0.07,11.65,57.94,4.53,3.79,4.11,0.28
1611676800,1,233.65,0.01,10.28,60.8,3.58,2.35,2.65,0.28
1611680400,1,233.65,0.0,10.2,59.37,3.25,1.82,2.1,0.26
1611684000,1,233.65,0.0,10.45,56.51,3.16,1.82,2.08,0.23
1611687600,1,233.65,0.01,10.88,55.79,3.46,1.83,2.1,0.23
1611691200,1,233.65,0.01,11.31,55.08,3.76,1.86,2.17,0.23
1611694800,1,236.99,0.01,11.31,52.93,3.87,1.96,2.32,0.22
1611698400,1,240.33,0.01,13.37,46.49,4.59,2.31,2.74,0.21
1611702000,1,243.66,0.03,17.82,37.91,5.72,2.85,3.38,0.19
1611705600,1,240.33,0.02,20.05,33.98,6.26,3.28,3.92,0.14
1611795600,1,260.35,13.41,29.13,0.08,6.14,6.9,7.5,0.18
1611799200,1,243.66,6.99,28.45,0.5,4.89,5.83,6.44,0.13
1611802800,1,226.97,2.4,28.1,2.17,4.05,4.82,5.41,0.11
1611806400,1,216.96,0.4,28.79,9.03,4.29,3.91,4.33,0.06
1611810000,1,206.95,0.09,19.02,20.56,4.11,3.1,3.41,0.09
1611813600,1,196.93,0.01,8.74,36.84,3.22,1.88,2.1,0.11
1611817200,1,195.27,0.01,7.8,41.49,2.95,1.1,1.27,0.17
1611820800,1,196.93,0.02,9.6,38.62,3.34,0.88,1.05,0.23
1611824400,1,196.93,0.04,9.94,39.7,3.46,1.21,1.39,0.22
1611828000,1,198.6,0.15,8.74,45.78,3.37,1.91,2.19,0.19
1611831600,1,200.27,0.25,8.14,49.35,3.46,2.4,2.84,0.19
1611835200,1,201.94,0.31,7.97,50.78,3.55,3.08,3.83,0.2
1611838800,1,203.61,0.31,7.97,52.93,3.43,3.86,5.02,0.22
1611842400,1,206.95,0.23,8.14,54.36,3.49,4.96,6.68,0.23
1611846000,1,206.95,0.12,8.31,56.51,3.49,5.33,7.2,0.24
1611849600,1,208.62,0.04,9.25,55.79,3.64,5.04,6.39,0.28
1611853200,1,208.62,0.01,10.97,50.07,3.7,4.84,5.78,0.34
1611856800,1,210.29,0.01,13.88,42.56,4.11,4.78,5.77,0.38
1611860400,1,210.29,0.03,16.97,36.48,5.42,5.65,6.84,0.32
1611864000,1,206.95,0.02,16.28,37.55,5.48,5.61,6.54,0.21
1611867600,1,206.95,0.01,13.37,44.35,4.71,4.86,5.61,0.15
1611871200,1,205.28,0.01,11.82,45.78,4.23,3.99,4.49,0.12
1611874800,1,201.94,0.0,10.45,46.49,3.64,3.07,3.4,0.11
1611878400,1,198.6,0.0,7.45,49.35,2.5,1.83,2.02,0.1
1611882000,1,196.93,0.0,4.97,50.78,1.85,0.79,0.9,0.11
1611885600,1,198.6,0.0,3.68,55.08,1.74,0.83,0.95,0.12
1611889200,1,200.27,0.0,3.09,60.08,1.79,2.06,2.45,0.12
1611892800,1,203.61,0.0,2.83,63.66,1.85,3.72,4.94,0.13
1611896400,1,203.61,0.0,2.91,63.66,1.97,4.41,6.43,0.17
1611900000,1,205.28,0.0,3.51,62.23,2.18,4.67,6.81,0.2
1611903600,1,208.62,0.0,6.08,58.65,2.83,4.44,5.95,0.24
1611907200,1,213.62,0.0,8.65,56.51,3.22,3.94,4.85,0.26
1611910800,1,216.96,0.01,9.6,56.51,3.34,3.33,3.92,0.25
1611914400,1,216.96,0.13,9.68,57.22,3.55,2.58,2.94,0.23
1611918000,1,220.3,0.54,9.94,56.51,4.23,2.0,2.23,0.21
1611921600,1,220.3,1.22,10.45,53.64,4.95,1.77,1.96,0.21
1611925200,1,220.3,1.77,10.45,52.21,4.71,1.57,1.77,0.26
1611928800,1,216.96,1.62,9.51,52.21,4.65,1.39,1.61,0.36
1611932400,1,216.96,1.29,9.94,50.07,4.77,1.23,1.47,0.46
1611936000,1,216.96,0.69,12.68,44.35,5.36,1.29,1.56,0.53
1611939600,1,220.3,0.1,17.65,35.05,5.96,1.6,1.93,0.56
1611943200,1,226.97,0.09,21.08,30.04,6.08,1.71,2.06,0.55
1611946800,1,233.65,0.09,23.31,30.4,6.62,1.87,2.24,0.52
1611950400,1,240.33,0.07,23.99,32.19,7.15,2.3,2.83,0.46
1611954000,1,240.33,0.04,22.62,35.05,7.15,2.78,3.76,0.42
1611957600,1,240.33,0.04,22.96,35.76,7.51,3.23,4.92,0.42
1611961200,1,240.33,0.05,24.33,32.9,7.99,3.6,6.06,0.42
1611964800,1,233.65,0.04,23.31,31.47,7.51,3.62,6.57,0.35
1611968400,1,230.31,0.04,22.62,28.61,6.62,3.66,6.55,0.26
1611972000,1,230.31,0.06,22.28,24.68,6.02,3.78,6.42,0.2
1611975600,1,226.97,0.1,21.76,21.64,6.08,3.85,6.27,0.18
1611979200,1,226.97,0.11,20.05,20.74,6.14,3.73,5.82,0.17
1611982800,1,223.64,0.11,19.02,21.46,6.08,3.58,5.26,0.14
1611986400,1,223.64,0.14,19.54,20.74,6.26,3.53,4.9,0.14
1611990000,1,230.31,0.13,21.25,25.03,7.09,3.54,4.47,0.16
1611993600,1,240.33,0.34,25.36,18.42,7.09,3.61,4.15,0.2
1611997200,1,247.0,0.17,21.25,26.11,6.44,2.38,2.71,0.18
1612000800,1,247.0,0.15,18.17,33.98,5.66,1.8,2.07,0.19
1612004400,1,250.34,0.24,17.99,35.76,5.54,2.27,2.51,0.19
1612008000,1,250.34,0.3,17.82,37.55,5.42,2.44,2.65,0.19
1612011600,1,250.34,0.29,18.17,37.91,5.31,2.42,2.61,0.18
1612015200,1,253.68,0.22,19.19,37.55,5.36,2.45,2.64,0.19
1612018800,1,257.02,0.12,20.39,35.76,5.36,2.6,2.79,0.18
1612022400,1,257.02,0.08,19.54,35.76,5.19,2.67,2.87,0.2
1612026000,1,257.02,0.05,18.85,36.12,5.07,2.7,2.93,0.2
1612029600,1,260.35,0.04,19.02,35.76,5.31,2.82,3.06,0.21
1612033200,1,257.02,0.04,18.85,37.19,5.66,2.78,3.04,0.26
1612036800,1,260.35,0.03,18.51,37.91,5.72,2.92,3.33,0.33
1612040400,1,263.69,0.03,18.17,35.41,5.48,3.28,3.99,0.43
1612044000,1,263.69,0.05,18.51,31.47,5.42,3.76,4.96,0.64
1612047600,1,263.69,0.03,17.48,32.54,5.07,3.8,5.31,0.7
1612051200,1,253.68,0.01,14.22,39.34,4.29,3.17,4.67,0.6
1612054800,1,247.0,0.0,12.34,44.7,4.23,2.78,4.21,0.53
1612058400,1,247.0,0.0,11.82,45.42,4.71,2.75,4.15,0.53
1612062000,1,250.34,0.01,12.17,43.99,5.25,2.93,4.34,0.6
1612065600,1,253.68,0.01,12.85,41.84,5.84,3.17,4.6,0.65
1612069200,1,257.02,0.02,14.05,38.27,6.44,3.44,4.85,0.67
1612072800,1,260.35,0.03,16.11,34.69,7.27,3.91,5.26,0.69
1612076400,1,270.37,0.13,21.59,28.25,8.94,4.66,5.99,0.81
1612080000,1,277.04,0.28,26.73,22.89,10.01,5.14,6.44,0.96
1612083600,1,273.71,0.45,26.73,23.25,9.78,5.2,6.44,1.08
1612087200,1,267.03,0.55,22.28,28.97,8.35,4.93,6.03,1.08
1612090800,1,263.69,0.82,19.02,33.26,7.75,4.49,5.45,1.01
1612094400,1,260.35,1.09,17.48,34.33,7.63,4.11,5.02,1.01
1612098000,1,260.35,1.09,17.48,33.62,7.51,3.73,4.51,0.96
1612101600,1,263.69,1.15,19.36,30.4,7.99,3.91,4.66,0.97
1612105200,1,273.71,0.92,22.62,25.75,8.82,4.53,5.37,1.14
1612108800,1,283.72,0.71,28.45,18.77,10.37,5.43,6.3,1.25
1612112400,1,300.41,0.91,34.62,11.18,11.21,6.22,6.97,1.05
1612116000,1,313.76,1.84,38.73,5.9,10.85,6.83,7.46,0.75
1612119600,2,330.45,3.58,40.44,2.57,10.61,7.44,7.99,0.56
1612123200,2,350.48,6.15,41.47,0.81,11.21,8.15,8.69,0.5
1612126800,2,367.17,8.27,41.47,0.24,11.8,8.69,9.2,0.46
1612130400,2,380.52,9.72,41.13,0.1,12.16,9.19,9.74,0.46
1612134000,2,380.52,10.06,40.1,0.05,12.28,9.4,9.97,0.44
1612137600,1,370.5,7.71,38.73,0.07,11.44,8.82,9.31,0.33
1612141200,1,353.81,6.04,37.36,0.18,12.04,8.27,8.66,0.27
1612144800,1,343.8,4.86,35.99,0.44,13.11,8.06,8.43,0.25
1612148400,1,330.45,3.58,34.27,1.04,12.88,8.25,8.64,0.25
1612152000,1,327.11,2.82,34.27,1.65,12.76,9.03,9.46,0.3
1612155600,2,330.45,2.68,35.64,1.9,13.47,10.64,11.1,0.34
1612159200,2,340.46,3.19,37.7,1.83,14.9,13.1,13.63,0.4
1612162800,2,357.15,7.38,40.78,0.66,18.12,16.25,16.94,0.59
