dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1607551200,1,240.33,0.01,24.33,49.35,7.87,3.13,5.78,0.36
1607554800,1,226.97,0.0,16.45,60.08,5.96,1.97,3.98,0.3
1607558400,1,213.62,0.0,10.2,67.95,4.35,1.32,3.06,0.25
1607562000,1,211.95,0.0,7.11,69.38,3.55,1.46,3.42,0.27
1607565600,1,216.96,0.0,6.43,65.8,3.87,1.97,4.52,0.24
1607569200,1,216.96,0.0,5.57,67.95,3.64,1.93,4.66,0.21
1607572800,1,216.96,0.0,5.23,67.23,2.83,1.71,4.2,0.21
1607576400,1,223.64,0.0,6.26,65.09,3.22,2.09,4.6,0.23
1607580000,1,223.64,0.0,6.94,62.94,3.49,2.28,5.01,0.26
1607583600,1,230.31,0.0,10.54,57.22,4.47,2.53,5.28,0.34
1607587200,1,236.99,0.01,14.74,51.5,5.36,2.88,5.61,0.4
1607590800,1,240.33,0.03,16.28,47.92,5.96,2.9,5.42,0.41
1607594400,1,247.0,0.1,15.94,46.49,5.96,2.99,5.32,0.41
1607598000,1,257.02,0.19,14.57,44.7,5.48,2.97,5.09,0.39
1607601600,1,253.68,0.23,13.02,42.92,4.89,2.76,4.63,0.37
1607605200,1,247.0,0.22,12.0,43.99,4.35,2.52,4.08,0.34
1607608800,1,250.34,0.17,13.02,43.63,4.47,2.6,4.07,0.36
1607612400,1,257.02,0.09,14.91,41.49,4.71,3.0,4.5,0.39
1607616000,1,273.71,0.04,17.99,37.19,5.01,3.83,5.5,0.43
1607619600,1,297.07,0.06,21.25,33.26,5.01,4.72,6.48,0.44
1607623200,1,303.75,0.07,22.28,31.47,5.01,4.76,6.35,0.4
1607626800,1,290.39,0.07,20.56,32.19,5.25,3.82,5.05,0.36
1607630400,1,263.69,0.06,17.65,33.98,5.66,2.71,3.56,0.33
1607634000,1,247.0,0.05,15.77,34.69,5.96,2.22,2.91,0.3
1607637600,1,243.66,0.06,16.79,31.11,6.38,2.45,2.99,0.24
1607641200,1,226.97,0.04,17.48,33.62,6.38,2.65,3.12,0.15
1607644800,1,213.62,0.0,12.51,52.93,4.71,2.02,2.4,0.09
1607648400,1,210.29,0.0,8.57,61.51,3.37,1.7,1.99,0.07
1607652000,1,206.95,0.0,6.34,57.22,2.59,1.46,1.64,0.07
1607655600,1,205.28,0.0,5.83,54.36,2.38,1.12,1.25,0.07
1607659200,1,206.95,0.0,6.26,48.64,2.65,1.08,1.23,0.08
1607662800,1,213.62,0.01,7.28,43.27,3.13,1.3,1.52,0.1
1607666400,1,216.96,0.01,8.57,38.62,3.61,1.54,1.84,0.12
1607670000,1,230.31,0.16,16.97,26.46,5.72,2.3,2.83,0.23
1607673600,1,247.0,2.24,30.16,8.76,8.46,3.82,4.81,0.39
1607677200,1,253.68,9.39,33.93,1.19,10.37,5.62,7.15,0.49
1607680800,1,253.68,14.98,30.85,2.33,11.33,6.77,8.51,0.51
1607684400,1,240.33,13.75,27.76,4.65,11.44,6.67,8.28,0.45
1607688000,1,230.31,9.84,26.39,7.6,11.68,6.15,7.58,0.37
1607691600,1,211.95,3.8,23.31,16.63,9.78,5.02,6.02,0.26
1607695200,1,213.62,3.3,23.99,15.02,9.42,4.82,5.6,0.28
1607698800,1,216.96,2.63,27.08,11.18,9.3,4.49,5.14,0.3
1607702400,1,226.97,4.75,32.9,3.49,9.54,4.7,5.38,0.38
1607706000,1,243.66,14.31,33.24,0.14,9.3,5.62,6.4,0.47
1607709600,1,253.68,23.92,30.5,0.01,9.06,6.51,7.32,0.53
1607713200,1,267.03,31.74,29.13,0.0,10.13,7.75,8.63,0.61
1607716800,1,287.06,38.89,28.79,0.0,11.33,9.21,10.16,0.66
1607720400,2,300.41,42.47,29.47,0.0,11.56,10.37,11.34,0.64
1607724000,2,310.42,42.92,30.5,0.0,11.68,11.24,12.19,0.63
1607727600,2,310.42,40.23,31.53,0.0,10.97,11.35,12.25,0.54
1607731200,2,293.73,29.95,32.9,0.0,8.7,10.15,11.05,0.37
1607734800,1,267.03,14.75,33.24,0.04,6.8,8.0,9.04,0.23
1607738400,1,247.0,4.41,31.53,0.87,5.54,6.05,7.3,0.16
1607742000,1,240.33,1.1,26.73,4.74,5.13,4.84,6.12,0.16
1607745600,1,236.99,0.36,21.76,10.1,5.07,4.47,5.67,0.19
1607749200,1,230.31,0.23,18.51,13.41,5.13,4.47,5.82,0.23
1607752800,1,223.64,0.2,16.45,16.27,5.48,4.27,5.89,0.27
1607756400,1,216.96,0.27,17.65,19.13,6.38,4.44,5.97,0.36
1607760000,1,220.3,0.38,20.91,18.24,7.03,4.33,5.68,0.46
1607763600,1,223.64,0.57,21.94,15.74,7.09,3.76,4.99,0.5
1607767200,1,223.64,0.92,19.36,19.67,6.56,2.65,3.42,0.46
1607770800,1,220.3,0.87,16.45,28.25,6.26,1.76,2.22,0.44
1607774400,1,216.96,0.66,13.71,34.33,5.66,1.42,1.81,0.42
1607778000,1,210.29,0.29,11.14,41.49,4.35,1.24,1.64,0.4
1607781600,1,208.62,0.16,10.97,44.35,4.17,1.25,1.75,0.38
1607785200,1,210.29,0.08,11.48,45.78,4.23,1.27,1.9,0.4
1607788800,1,213.62,0.02,13.37,45.42,4.71,1.29,1.99,0.42
1607792400,1,216.96,0.02,16.97,42.56,5.13,1.38,2.08,0.44
1607796000,1,220.3,0.03,19.88,40.77,5.31,1.49,2.16,0.45
1607799600,1,226.97,0.04,23.65,38.27,5.96,1.8,2.49,0.46
1607803200,1,233.65,0.07,27.42,33.98,6.62,2.24,3.0,0.46
1607806800,1,236.99,0.08,28.45,32.19,6.74,2.51,3.35,0.44
1607810400,1,243.66,0.17,31.87,27.18,6.91,3.0,3.93,0.42
1607814000,1,253.68,0.3,35.64,21.46,6.56,3.46,4.48,0.38
1607817600,1,250.34,0.19,34.27,20.74,5.13,3.34,4.43,0.3
1607821200,1,250.34,0.16,31.87,20.56,4.41,3.29,4.46,0.27
1607824800,1,250.34,0.16,29.82,19.31,3.93,3.57,4.86,0.22
1607828400,1,243.66,0.16,25.71,19.49,3.43,3.7,5.07,0.19
1607832000,1,236.99,0.13,20.91,21.46,3.1,3.44,4.85,0.2
1607835600,1,230.31,0.09,17.65,24.68,3.22,2.94,4.42,0.22
1607839200,1,230.31,0.09,18.85,26.11,4.47,3.5,5.18,0.19
1607842800,1,243.66,0.36,28.79,20.56,7.03,5.3,6.98,0.24
1607846400,1,250.34,0.83,36.67,15.02,7.99,4.96,6.2,0.34
1607850000,1,247.0,0.36,31.53,24.68,7.09,3.22,3.93,0.29
1607853600,1,220.3,0.04,13.88,58.65,4.89,1.46,1.77,0.17
1607857200,1,208.62,0.05,9.6,65.8,3.7,1.13,1.35,0.14
1607860800,1,205.28,0.05,6.94,70.1,2.71,0.92,1.11,0.11
1607864400,1,205.28,0.03,6.51,67.95,2.56,0.98,1.2,0.1
1607868000,1,206.95,0.02,7.28,63.66,2.83,1.14,1.41,0.1
1607871600,1,208.62,0.01,7.97,59.37,2.83,1.32,1.66,0.11
1607875200,1,205.28,0.0,8.65,57.22,2.89,1.28,1.62,0.12
1607878800,1,203.61,0.0,8.74,54.36,2.71,1.31,1.62,0.14
1607882400,1,203.61,0.0,8.57,52.93,2.59,1.56,1.88,0.15
1607886000,1,205.28,0.0,8.31,50.78,2.59,2.03,2.39,0.16
1607889600,1,203.61,0.0,7.71,48.64,2.47,2.18,2.51,0.15
1607893200,1,195.27,0.0,6.86,52.93,2.35,2.27,2.56,0.12
1607896800,1,188.59,0.0,7.8,57.94,2.86,2.16,2.54,0.09
1607900400,1,186.92,0.0,8.91,60.08,3.37,2.16,2.76,0.07
1607904000,1,185.25,0.0,7.97,61.51,3.19,2.06,2.77,0.05
1607907600,1,186.92,0.0,7.54,61.51,3.25,2.3,3.09,0.06
1607911200,1,188.59,0.0,7.45,61.51,3.34,3.15,4.03,0.06
1607914800,1,188.59,0.0,7.28,60.08,3.37,4.24,5.24,0.07
1607918400,1,188.59,0.0,6.94,60.08,3.31,5.06,6.03,0.06
1607922000,1,190.26,0.0,6.51,61.51,3.16,6.16,7.09,0.05
1607925600,1,193.6,0.0,6.0,63.66,2.92,6.99,7.99,0.05
1607929200,1,196.93,0.0,7.03,65.8,3.22,6.77,8.35,0.09
1607932800,1,196.93,0.0,9.08,65.09,3.82,7.2,10.38,0.12
1607936400,1,196.93,0.02,10.28,63.66,4.23,7.86,12.75,0.14
1607940000,1,198.6,0.23,9.94,63.66,4.29,8.03,13.6,0.14
1607943600,1,198.6,0.4,9.17,64.37,4.17,7.4,11.78,0.14
1607947200,1,198.6,0.37,9.08,62.94,4.11,6.65,9.5,0.14
1607950800,1,198.6,0.29,9.68,60.8,4.11,6.31,8.14,0.14
1607954400,1,200.27,0.2,11.31,57.94,4.41,6.4,7.78,0.14
1607958000,1,201.94,0.07,12.51,56.51,4.71,6.22,7.39,0.14
1607961600,1,203.61,0.01,13.88,55.08,4.95,5.9,6.89,0.14
1607965200,1,205.28,0.0,15.77,52.21,5.19,5.47,6.32,0.14
1607968800,1,205.28,0.01,17.48,49.35,5.42,4.84,5.55,0.16
1607972400,1,206.95,0.01,18.85,46.49,5.96,4.27,4.9,0.18
1607976000,1,208.62,0.01,19.19,45.06,6.32,3.91,4.54,0.19
1607979600,1,208.62,0.01,18.34,45.42,6.32,3.67,4.31,0.18
1607983200,1,210.29,0.01,18.17,45.06,6.32,3.59,4.28,0.19
1607986800,1,208.62,0.01,17.65,44.35,6.08,3.53,4.27,0.17
1607990400,1,205.28,0.01,15.25,45.06,5.31,3.29,4.04,0.13
1607994000,1,201.94,0.0,13.88,45.42,5.01,3.2,4.03,0.12
1607997600,1,200.27,0.0,12.68,47.21,4.89,3.18,4.12,0.11
1608001200,1,200.27,0.0,11.82,49.35,4.83,3.31,4.41,0.11
1608004800,1,200.27,0.0,10.8,52.21,4.65,3.35,4.59,0.1
1608008400,1,201.94,0.0,10.2,54.36,4.53,3.27,4.65,0.1
1608012000,1,203.61,0.0,10.63,53.64,4.65,3.15,4.52,0.12
1608015600,1,211.95,0.01,14.22,50.78,5.48,3.21,4.53,0.18
1608019200,1,216.96,0.01,17.82,47.21,6.08,3.23,4.53,0.22
1608022800,1,216.96,0.07,18.68,46.49,6.32,3.26,4.57,0.22
1608026400,1,213.62,0.61,16.62,50.07,6.2,3.16,4.44,0.21
1608030000,1,208.62,1.05,13.88,54.36,5.9,2.84,3.95,0.19
1608033600,1,206.95,1.1,12.17,57.22,5.54,2.5,3.44,0.18
1608037200,1,205.28,1.02,11.48,58.65,5.19,2.25,3.07,0.17
1608040800,1,205.28,0.88,12.51,58.65,5.31,2.22,3.04,0.18
1608044400,1,206.95,0.47,13.88,57.94,5.42,2.24,3.11,0.19
1608048000,1,210.29,0.05,15.77,55.79,5.66,2.38,3.43,0.21
1608051600,1,211.95,0.01,17.99,52.21,5.78,2.58,3.87,0.23
1608055200,1,213.62,0.01,19.71,49.35,5.96,2.82,4.35,0.26
1608058800,1,220.3,0.01,20.56,47.21,6.38,2.98,4.56,0.3
1608062400,1,220.3,0.01,19.88,46.49,6.38,2.94,4.39,0.34
1608066000,1,220.3,0.01,17.65,46.49,5.9,2.75,4.05,0.37
1608069600,1,220.3,0.01,15.59,47.21,5.54,2.58,3.8,0.4
1608073200,1,216.96,0.01,13.37,49.35,4.95,2.43,3.66,0.35
1608076800,1,210.29,0.0,10.71,52.21,4.11,2.28,3.59,0.24
1608080400,1,208.62,0.0,9.6,52.21,3.99,2.44,4.05,0.2
1608084000,1,210.29,0.0,9.0,51.5,4.05,2.83,5.08,0.18
1608087600,1,210.29,0.0,7.45,52.93,3.64,2.85,5.45,0.19
1608091200,1,205.28,0.0,5.4,55.79,2.86,2.33,4.72,0.2
1608094800,1,203.61,0.0,4.93,56.51,2.83,2.23,4.8,0.21
1608098400,1,205.28,0.0,5.36,55.08,3.25,2.21,4.92,0.23
1608102000,1,206.95,0.0,7.28,52.21,3.61,2.19,4.78,0.29
1608105600,1,208.62,0.01,9.34,47.92,3.64,2.25,4.86,0.34
1608109200,1,213.62,0.04,10.03,45.42,3.67,2.45,5.09,0.34
1608112800,1,211.95,0.24,9.17,46.49,3.58,2.4,4.78,0.34
1608116400,1,208.62,0.31,8.23,47.92,3.55,2.18,4.21,0.34
1608120000,1,206.95,0.17,7.88,48.64,3.55,1.94,3.59,0.35
1608123600,1,206.95,0.06,8.31,49.35,3.76,1.78,2.76,0.32
1608127200,1,208.62,0.06,9.34,49.35,3.76,1.78,2.3,0.27
1608130800,1,211.95,0.03,10.2,47.21,3.52,1.82,2.26,0.25
1608134400,1,216.96,0.02,13.54,41.84,4.41,1.98,2.44,0.25
1608138000,1,220.3,0.04,17.31,36.12,4.89,2.12,2.55,0.25
1608141600,1,223.64,0.1,20.39,29.68,5.48,2.33,2.73,0.27
1608145200,1,226.97,0.26,24.68,21.99,6.97,2.93,3.42,0.29
1608148800,1,230.31,0.29,26.39,20.03,7.75,3.45,4.1,0.28
1608152400,1,226.97,0.09,24.68,28.61,7.33,3.37,4.16,0.25
1608156000,1,220.3,0.01,21.42,44.35,6.97,2.97,3.95,0.23
1608159600,1,210.29,0.0,17.48,57.94,6.38,2.61,3.73,0.18
1608163200,1,201.94,0.0,13.02,62.94,5.31,2.21,3.25,0.12
1608166800,1,200.27,0.0,10.8,64.37,4.83,2.04,3.02,0.1
1608170400,1,200.27,0.0,10.11,63.66,4.83,2.09,3.29,0.11
1608174000,1,200.27,0.0,9.6,62.23,4.83,2.28,3.68,0.12
1608177600,1,201.94,0.0,8.82,61.51,4.65,2.28,3.9,0.14
1608181200,1,201.94,0.0,8.31,60.8,4.59,2.05,3.77,0.14
1608184800,1,205.28,0.0,8.91,56.51,4.77,1.9,3.46,0.15
1608188400,1,216.96,0.01,13.37,46.49,5.9,2.19,3.55,0.22
1608192000,1,230.31,0.08,18.68,33.98,6.86,2.62,3.95,0.29
1608195600,1,243.66,0.32,20.91,26.46,7.21,2.89,4.35,0.33
1608199200,1,247.0,1.72,18.68,29.68,7.33,2.93,4.58,0.33
1608202800,1,240.33,2.65,15.94,37.55,7.39,2.85,4.69,0.3
1608206400,1,230.31,2.54,14.22,44.7,7.15,2.75,4.79,0.26
1608210000,1,223.64,1.69,12.51,52.21,6.2,2.58,4.89,0.22
1608213600,1,220.3,1.01,13.2,52.93,6.38,2.62,5.27,0.22
1608217200,1,223.64,0.34,14.05,50.78,6.26,2.62,5.27,0.2
1608220800,1,233.65,0.04,15.59,42.56,6.08,2.75,5.31,0.18
1608224400,1,236.99,0.04,17.99,35.05,6.02,3.08,5.78,0.17
1608228000,1,243.66,0.07,19.88,30.4,6.02,3.61,6.44,0.2
1608231600,1,250.34,0.07,19.02,30.04,5.9,3.63,6.35,0.24
1608235200,1,247.0,0.04,15.08,33.98,4.95,3.28,5.71,0.29
1608238800,1,243.66,0.03,11.65,36.12,4.05,3.09,5.35,0.36
1608242400,1,243.66,0.02,9.6,37.19,3.46,2.87,4.49,0.32
1608246000,1,243.66,0.01,7.63,39.34,2.8,2.61,3.63,0.21
1608249600,1,243.66,0.0,5.57,42.56,2.18,2.43,3.39,0.15
1608253200,1,243.66,0.0,4.97,43.99,2.06,2.62,4.15,0.15
1608256800,1,240.33,0.0,4.76,44.35,2.09,2.82,5.39,0.19
1608260400,1,233.65,0.0,4.63,44.7,2.09,2.87,5.73,0.22
1608264000,1,223.64,0.0,4.41,46.49,2.09,2.77,5.55,0.23
1608267600,1,220.3,0.0,4.2,48.64,2.06,2.51,4.78,0.21
1608271200,1,213.62,0.0,4.2,51.5,2.09,2.24,4.36,0.22
1608274800,1,216.96,0.0,5.57,53.64,2.5,2.14,3.91,0.23
1608278400,1,213.62,0.0,7.28,55.79,2.89,2.25,3.84,0.23
1608282000,1,211.95,0.0,7.8,57.22,3.04,2.27,3.68,0.23
1608285600,1,211.95,0.01,7.45,57.94,3.04,2.25,3.86,0.25
1608289200,1,211.95,0.02,7.11,58.65,3.04,2.29,4.43,0.27
1608292800,1,210.29,0.03,7.11,59.37,3.1,2.47,5.1,0.28
1608296400,1,208.62,0.05,7.11,60.8,2.98,2.31,4.18,0.27
1608300000,1,206.95,0.04,7.45,59.37,2.92,2.08,3.05,0.24
1608303600,1,208.62,0.02,7.63,57.94,2.89,2.04,2.71,0.23
1608307200,1,210.29,0.0,7.8,58.65,2.83,2.08,2.83,0.27
1608310800,1,210.29,0.0,8.23,58.65,2.8,2.18,3.22,0.37
1608314400,1,210.29,0.0,8.57,56.51,2.8,2.24,3.41,0.45
1608318000,1,211.95,0.0,9.0,52.93,3.07,2.39,3.62,0.5
1608321600,1,213.62,0.0,9.6,47.92,3.37,2.7,4.04,0.52
1608325200,1,216.96,0.01,9.85,45.42,3.46,3.04,4.49,0.5
1608328800,1,216.96,0.01,9.85,46.49,3.49,3.19,4.77,0.45
1608332400,1,213.62,0.0,8.91,50.78,3.22,2.99,4.61,0.38
1608336000,1,208.62,0.0,7.03,56.51,2.68,2.59,4.12,0.32
1608339600,1,203.61,0.0,5.57,62.94,2.21,2.21,3.52,0.27
1608343200,1,201.94,0.0,4.8,65.8,2.03,1.93,2.85,0.24
1608346800,1,201.94,0.0,4.54,65.8,1.91,1.94,2.66,0.23
1608350400,1,201.94,0.0,4.33,63.66,1.74,2.02,2.46,0.18
1608354000,1,201.94,0.0,4.03,62.23,1.54,1.91,2.11,0.13
1608357600,1,201.94,0.0,4.07,59.37,1.51,1.87,2.0,0.11
1608361200,1,206.95,0.0,6.08,52.93,2.09,2.14,2.27,0.11
1608364800,1,210.29,0.0,9.85,47.92,3.16,2.08,2.29,0.11
1608368400,1,203.61,0.0,12.0,54.36,3.87,1.91,2.27,0.1
1608372000,1,203.61,0.07,10.8,57.22,3.82,2.63,3.21,0.1
1608375600,1,198.6,0.29,9.17,60.08,3.67,3.48,4.24,0.09
1608379200,1,198.6,0.55,8.14,59.37,3.61,3.61,4.76,0.08
1608382800,1,201.94,0.62,7.71,56.51,3.49,3.78,5.42,0.07
1608386400,1,205.28,0.48,8.23,55.08,3.49,4.44,6.31,0.09
1608390000,1,206.95,0.22,8.65,54.36,3.37,4.28,5.89,0.1
1608393600,1,206.95,0.02,9.17,54.36,3.34,4.09,5.68,0.11
1608397200,1,208.62,0.0,9.85,54.36,3.46,4.09,5.95,0.12
1608400800,1,210.29,0.0,10.63,54.36,3.61,4.11,6.19,0.12
1608404400,1,211.95,0.0,10.8,52.21,3.79,4.19,6.54,0.13
1608408000,1,216.96,0.01,10.54,47.92,3.87,4.21,6.9,0.13
1608411600,1,220.3,0.01,9.94,47.21,3.87,4.26,7.07,0.13
1608415200,1,216.96,0.0,9.68,50.07,3.87,4.14,6.88,0.13
1608418800,1,213.62,0.0,9.34,52.93,3.76,3.98,6.52,0.12
1608422400,1,211.95,0.0,8.31,54.36,3.4,3.79,5.99,0.09
1608426000,1,210.29,0.0,7.71,55.79,3.31,3.63,5.6,0.08
1608429600,1,208.62,0.0,7.28,56.51,3.22,3.42,5.22,0.08
1608433200,1,208.62,0.0,6.94,56.51,3.13,3.04,4.44,0.07
1608436800,1,206.95,0.0,6.86,57.94,3.1,2.64,3.57,0.06
1608440400,1,208.62,0.0,6.77,59.37,3.13,2.39,3.05,0.06
1608444000,1,208.62,0.0,7.03,61.51,3.28,2.28,2.86,0.07
1608447600,1,210.29,0.0,8.91,59.37,3.73,2.27,2.9,0.11
1608451200,1,210.29,0.0,10.97,55.08,4.05,2.26,3.0,0.15
1608454800,1,210.29,0.03,11.82,52.21,4.29,2.32,3.22,0.17
1608458400,1,208.62,0.42,10.97,52.93,4.41,2.49,3.48,0.17
1608462000,1,206.95,0.74,9.17,59.37,4.29,2.59,3.63,0.16
1608465600,1,205.28,0.76,7.8,64.37,4.05,2.57,3.61,0.17
1608469200,1,205.28,0.71,6.77,59.37,3.52,2.23,3.12,0.18
1608472800,1,206.95,0.64,7.37,52.21,3.43,2.03,2.82,0.22
1608476400,1,210.29,0.36,8.57,47.92,3.46,2.06,2.9,0.27
1608480000,1,213.62,0.05,11.31,43.27,3.93,2.27,3.22,0.32
1608483600,1,216.96,0.03,14.91,37.91,4.41,2.57,3.67,0.32
1608487200,1,216.96,0.05,17.65,34.69,4.71,2.79,3.99,0.32
1608490800,1,220.3,0.05,19.19,33.98,5.25,2.98,4.3,0.33
1608494400,1,220.3,0.04,18.68,36.84,5.36,3.01,4.42,0.31
1608498000,1,216.96,0.02,16.97,41.13,5.19,2.94,4.39,0.27
1608501600,1,216.96,0.01,15.77,44.35,5.07,2.83,4.26,0.24
1608505200,1,216.96,0.01,14.4,47.21,4.71,2.58,3.98,0.19
1608508800,1,216.96,0.0,12.17,48.64,4.11,2.18,3.37,0.12
1608512400,1,216.96,0.0,11.82,46.49,4.59,1.86,2.63,0.1
1608516000,1,213.62,0.0,10.28,47.21,4.41,1.75,2.25,0.1
1608519600,1,211.95,0.0,7.97,48.64,3.82,1.61,2.02,0.13
1608523200,1,208.62,0.0,6.94,48.64,3.28,1.45,1.69,0.1
1608526800,1,210.29,0.0,6.86,44.7,2.95,1.63,1.82,0.07
1608530400,1,208.62,0.0,5.91,45.42,2.74,1.64,1.81,0.08
1608534000,1,208.62,0.01,7.63,44.7,3.13,1.62,1.8,0.12
1608537600,1,208.62,0.01,9.6,43.27,3.37,1.53,1.71,0.14
1608541200,1,210.29,0.01,10.37,44.35,3.55,1.47,1.66,0.14
1608544800,1,211.95,0.02,10.88,45.06,3.93,1.58,1.81,0.15
1608548400,1,211.95,0.05,12.17,45.06,4.65,1.77,2.1,0.13
1608552000,1,203.61,0.07,13.88,41.84,5.13,2.73,3.34,0.1
1608555600,1,193.6,0.07,11.48,38.62,4.59,3.23,3.89,0.1
1608559200,1,190.26,0.05,10.2,41.13,4.29,3.18,3.83,0.12
1608562800,1,188.59,0.02,9.34,47.21,3.87,3.8,4.48,0.13
1608566400,1,188.59,0.0,8.91,51.5,3.55,3.52,4.11,0.13
1608570000,1,190.26,0.0,9.17,52.93,3.34,2.67,3.09,0.12
1608573600,1,190.26,0.0,9.6,53.64,3.34,2.54,2.9,0.12
1608577200,1,191.93,0.0,9.85,55.79,3.52,3.18,3.58,0.12
1608580800,1,191.93,0.0,9.34,57.22,3.49,3.52,3.94,0.11
1608584400,1,190.26,0.0,8.14,58.65,3.16,3.29,3.64,0.11
1608588000,1,186.92,0.0,7.11,60.8,2.83,2.87,3.2,0.12
1608591600,1,186.92,0.0,6.17,62.94,2.5,2.63,3.01,0.12
1608595200,1,185.25,0.0,4.84,64.37,2.09,2.05,2.43,0.1
1608598800,1,183.58,0.0,4.11,65.09,1.91,1.71,2.05,0.1
1608602400,1,183.58,0.0,3.51,64.37,1.74,1.34,1.6,0.1
1608606000,1,183.58,0.0,3.13,63.66,1.62,1.09,1.29,0.11
1608609600,1,183.58,0.0,3.09,61.51,1.7,0.95,1.13,0.13
1608613200,1,183.58,0.0,3.6,57.94,2.09,1.1,1.32,0.18
1608616800,1,185.25,0.0,4.84,54.36,2.83,1.25,1.54,0.23
1608620400,1,195.27,0.01,10.37,45.06,4.77,1.65,2.09,0.32
1608624000,1,211.95,0.12,19.54,28.97,7.15,2.29,2.99,0.44
1608627600,1,226.97,0.76,28.1,13.95,9.66,2.93,3.81,0.56
1608631200,1,240.33,1.93,31.87,7.69,11.92,3.39,4.36,0.63
1608634800,1,243.66,2.57,32.9,7.15,13.35,3.55,4.54,0.64
1608638400,1,247.0,2.82,33.93,7.42,14.78,3.72,4.72,0.65
1608642000,1,253.68,4.75,36.67,5.19,16.45,4.25,5.38,0.7
1608645600,1,270.37,11.4,39.76,1.63,20.03,5.56,6.88,0.78
1608649200,2,297.07,21.68,42.5,0.37,24.8,7.64,9.17,0.88
1608652800,2,320.44,31.74,45.93,0.02,28.37,10.03,11.64,0.85
1608656400,2,303.75,27.27,45.24,0.01,24.56,10.38,11.9,0.58
1608660000,2,263.69,14.31,42.84,0.28,17.88,9.1,10.52,0.38
1608663600,2,236.99,4.86,40.1,2.35,12.88,7.47,8.87,0.34
1608667200,1,220.3,1.55,34.27,7.96,10.25,5.87,7.3,0.33
1608670800,1,211.95,0.38,27.42,17.35,8.46,4.56,6.04,0.29
1608674400,1,213.62,0.22,26.39,21.46,7.99,4.34,5.98,0.27
1608678000,1,216.96,0.29,28.79,18.42,8.11,4.57,6.32,0.25
1608681600,1,213.62,0.17,27.08,18.6,7.09,4.27,5.95,0.17
1608685200,1,213.62,0.09,22.96,22.17,6.14,3.53,4.85,0.14
1608688800,1,208.62,0.05,17.31,25.03,5.19,2.62,3.43,0.13
1608692400,1,203.61,0.05,15.08,23.6,4.83,2.38,3.04,0.1
1608696000,1,198.6,0.03,16.45,25.75,5.48,2.81,3.96,0.07
1608699600,1,198.6,0.02,16.28,28.61,5.9,3.07,4.63,0.07
1608703200,1,205.28,0.03,16.79,28.97,6.38,3.22,4.73,0.09
1608706800,1,216.96,0.16,22.62,23.25,7.87,3.33,4.49,0.18
1608710400,1,223.64,0.52,28.45,16.27,8.58,3.31,4.1,0.26
1608714000,1,223.64,0.75,28.79,13.41,8.35,3.16,3.73,0.29
1608717600,1,216.96,0.58,22.96,17.52,7.21,2.74,3.16,0.27
1608721200,1,206.95,0.54,15.59,26.11,5.66,2.23,2.56,0.22
1608724800,1,203.61,0.48,11.14,36.12,4.47,1.89,2.19,0.18
1608728400,1,203.61,0.27,8.91,47.92,3.46,2.26,2.68,0.16
1608732000,1,205.28,0.12,9.08,52.93,3.58,3.04,3.82,0.16
1608735600,1,205.28,0.03,9.43,55.08,3.76,2.6,3.44,0.14
1608739200,1,206.95,0.01,11.14,53.64,4.17,2.31,3.09,0.15
1608742800,1,210.29,0.01,14.4,46.49,4.77,2.31,3.14,0.19
1608746400,1,211.95,0.02,17.82,41.13,5.42,2.34,3.23,0.23
1608750000,1,247.0,2.74,38.04,15.91,8.82,4.16,5.23,0.42
1608753600,2,320.44,24.81,47.3,0.2,14.31,8.57,10.08,0.75
1608757200,2,387.19,52.75,43.87,0.0,20.03,13.55,15.53,1.16
1608760800,2,440.6,70.63,45.93,0.0,24.08,17.62,19.68,1.16
1608764400,2,407.22,53.64,47.98,0.0,17.41,14.47,15.6,0.5
1608768000,1,270.37,8.72,31.87,10.46,8.35,4.48,4.78,0.18
1608771600,1,210.29,0.0,6.08,52.93,3.87,1.09,1.26,0.12
1608775200,1,208.62,0.0,4.97,56.51,3.4,1.03,1.31,0.1
1608778800,1,210.29,0.0,4.46,58.65,3.22,0.99,1.31,0.11
1608782400,1,206.95,0.0,4.16,62.94,3.13,0.93,1.26,0.13
1608786000,1,208.62,0.0,4.33,60.8,3.31,0.98,1.4,0.16
1608789600,1,211.95,0.0,5.74,60.8,4.05,1.01,1.71,0.2
1608793200,1,220.3,0.0,9.08,67.95,5.36,1.16,2.25,0.33
1608796800,1,230.31,0.01,15.42,60.08,6.86,1.47,2.64,0.47
1608800400,1,233.65,0.09,19.88,47.21,7.87,1.53,2.42,0.55
1608804000,1,236.99,1.1,18.68,45.06,8.35,1.49,2.25,0.62
1608807600,1,233.65,2.26,16.62,47.92,8.58,1.44,2.17,0.67
1608811200,1,233.65,2.65,15.42,50.78,8.35,1.36,2.06,0.74
1608814800,1,230.31,2.32,15.42,52.93,7.63,1.32,2.0,0.79
1608818400,1,230.31,1.57,17.14,53.64,7.63,1.39,2.09,0.82
1608822000,1,230.31,0.59,18.51,54.36,7.63,1.4,2.15,0.74
1608825600,1,230.31,0.05,18.17,57.22,7.09,1.38,2.14,0.61
1608829200,1,230.31,0.0,17.99,60.08,6.62,1.38,2.15,0.55
1608832800,1,230.31,0.0,18.34,60.08,6.44,1.39,2.19,0.54
